category,full_category,salary_in_usd
Analyst,Business Data Analyst,105000
Scientist,Data Scientist,20690
Analyst,Data Analyst,46547
Analyst,Data Analyst,42872
Engineer,Data Engineer,145000
Engineer,Data Engineer,115000
Analyst,Data Analyst,168400
Analyst,Data Analyst,105200
Scientist,Data Scientist,309400
Scientist,Data Scientist,159100
Engineer,Machine Learning Data Engineer,190000
Engineer,Machine Learning Data Engineer,150000
Engineer,Data Engineer,162500
Engineer,Data Engineer,130000
Analyst,Data Analyst,150000
Analyst,Data Analyst,120000
Engineer,Data Engineer,145000
Engineer,Data Engineer,120000
Scientist,Data Scientist,222200
Scientist,Data Scientist,136000
Analyst,Data Analyst,55122
Analyst,Data Analyst,42872
Engineer,Data Engineer,241000
Engineer,Data Engineer,155000
Engineer,Data Engineer,220000
Engineer,Data Engineer,190000
Scientist,Data Scientist,67371
Scientist,Data Scientist,55122
Analyst,Data Analyst,15000
Engineer,Data Engineer,85745
Engineer,Data Engineer,58184
Analyst,Data Analyst,85000
Analyst,Data Analyst,75000
Engineer,Data Engineer,160000
Engineer,Data Engineer,140000
Engineer,Machine Learning Data Engineer,300000
Engineer,Machine Learning Data Engineer,250000
Scientist,Data Scientist,228000
Scientist,Data Scientist,186000
Scientist,Data Scientist,190000
Scientist,Data Scientist,170000
Engineer,Data Engineer,230000
Engineer,Data Engineer,200000
Architect,Data Architect,180000
Architect,Data Architect,115000
Architect,Data Architect,200000
Architect,Data Architect,115000
Engineer,Data Engineer,54001
Engineer,Data Engineer,220000
Engineer,Data Engineer,205000
Engineer,Data Engineer,180000
Engineer,Data Engineer,130000
Engineer,Data Engineer,200000
Engineer,Data Engineer,150000
Engineer,Data Engineer,215000
Engineer,Data Engineer,170000
Engineer,Machine Learning Data Engineer,247500
Engineer,Machine Learning Data Engineer,172200
Scientist,Data Scientist,224000
Scientist,Data Scientist,176000
Analyst,Data Analyst,120000
Analyst,Data Analyst,75000
Engineer,Data Engineer,17039
Scientist,Data Scientist,67926
Developer,Data Developer,75048
Analyst,Data Analyst,140000
Analyst,Data Analyst,120000
Engineer,Data Engineer,128000
Engineer,Data Engineer,81500
Engineer,Data Engineer,145000
Engineer,Data Engineer,115000
Engineer,Data Engineer,185000
Engineer,Data Engineer,140000
Others,Data Others,329500
Others,Data Others,269600
Analyst,Data Analyst,100000
Analyst,Data Analyst,80000
Scientist,Data Scientist,250000
Scientist,Data Scientist,162500
Developer,Data Developer,200000
Engineer,Data Engineer,145000
Engineer,Data Engineer,100000
Engineer,Data Engineer,145000
Engineer,Data Engineer,115000
Scientist,Data Scientist,203500
Scientist,Data Scientist,152000
Scientist,Data Scientist,239000
Scientist,Data Scientist,122900
Scientist,Data Scientist,237000
Scientist,Data Scientist,145000
Analyst,Data Analyst,191765
Analyst,Data Analyst,134236
Analyst,Data Analyst,190000
Analyst,Data Analyst,112000
Scientist,Data Scientist,88256
Engineer,Data Engineer,85000
Engineer,Data Engineer,65000
Analyst,Data Analyst,135000
Analyst,Data Analyst,105500
Engineer,Data Engineer,293000
Engineer,Data Engineer,185000
Analyst,Data Analyst,80000
Analyst,Data Analyst,70000
Engineer,Data Engineer,220000
Engineer,Data Engineer,160000
Scientist,Data Scientist,175000
Scientist,Data Scientist,145000
Analyst,Data Analyst,200000
Analyst,Data Analyst,148500
Scientist,Data Scientist,48600
Scientist,Data Scientist,38880
Engineer,Data Engineer,240500
Engineer,Data Engineer,123700
Analyst,Data Analyst,152900
Analyst,Data Analyst,117100
Analyst,Data Analyst,173000
Analyst,Data Analyst,113000
Scientist,Data Scientist,260000
Scientist,Data Scientist,136000
Engineer,Data Engineer,175000
Engineer,Data Engineer,110000
Scientist,Data Scientist,260000
Scientist,Data Scientist,136000
Architect,Data Architect,130000
Architect,Data Architect,110000
Scientist,Data Scientist,205000
Scientist,Data Scientist,184000
Analyst,Data Analyst,149500
Analyst,Data Analyst,127075
Scientist,Data Scientist,195000
Scientist,Data Scientist,160000
Engineer,Data Engineer,219535
Engineer,Data Engineer,146115
Scientist,Data Scientist,170000
Scientist,Data Scientist,135000
Scientist,Data Scientist,175000
Scientist,Data Scientist,145000
Scientist,Data Scientist,199000
Scientist,Data Scientist,162000
Scientist,Data Scientist,222200
Scientist,Data Scientist,136000
Analyst,Data Analyst,221000
Analyst,Data Analyst,153000
Analyst,Data Analyst,187000
Analyst,Data Analyst,128000
Architect,Data Architect,210000
Architect,Data Architect,136000
Scientist,Data Scientist,175000
Scientist,Data Scientist,100000
Engineer,Data Engineer,179000
Engineer,Data Engineer,109000
Scientist,Data Scientist,245000
Scientist,Data Scientist,180000
Analyst,Data Analyst,142000
Analyst,Data Analyst,75000
Analyst,Data Analyst,198800
Analyst,Data Analyst,105200
Analyst,Data Analyst,125000
Analyst,Data Analyst,112000
Scientist,Data Scientist,210000
Scientist,Data Scientist,155000
Analyst,Data Analyst,115000
Analyst,Data Analyst,86000
Scientist,Data Scientist,165000
Scientist,Data Scientist,140000
Analyst,Data Analyst,139000
Analyst,Data Analyst,106000
Analyst,Data Analyst,40697
Developer,Data Developer,275000
Architect,Machine Learning Data Architect,50000
Engineer,Machine Learning Data Engineer,280700
Engineer,Machine Learning Data Engineer,150450
Scientist,Data Scientist,51797
Architect,Data Architect,250500
Architect,Data Architect,159500
Engineer,Data Engineer,145000
Engineer,Data Engineer,115000
Analyst,Data Analyst,140000
Analyst,Data Analyst,120000
Scientist,Data Scientist,130001
Scientist,Data Scientist,71907
Scientist,Data Scientist,93918
Scientist,Data Scientist,51962
Analyst,Data Analyst,175000
Analyst,Data Analyst,135000
Engineer,Data Engineer,85000
Engineer,Data Engineer,65000
Engineer,Machine Learning Data Engineer,257000
Engineer,Machine Learning Data Engineer,147000
Engineer,Data Engineer,222000
Engineer,Data Engineer,175000
Scientist,Data Scientist,203000
Scientist,Data Scientist,133200
Scientist,Data Scientist,213660
Scientist,Data Scientist,130760
Engineer,Data Engineer,221000
Engineer,Data Engineer,147000
Analyst,Data Analyst,100000
Analyst,Data Analyst,80000
Scientist,Data Scientist,185900
Scientist,Data Scientist,129300
Scientist,Data Scientist,238000
Scientist,Data Scientist,156000
Engineer,Machine Learning Data Engineer,304000
Engineer,Machine Learning Data Engineer,199000
Engineer,Business Intelligence Data Engineer,48600
Engineer,Data Engineer,150000
Engineer,Data Engineer,130000
Scientist,Data Scientist,140000
Scientist,Data Scientist,110000
Analyst,Data Analyst,90000
Analyst,Data Analyst,75000
Architect,Data Architect,197459
Architect,Data Architect,103592
Engineer,Data Engineer,240000
Engineer,Data Engineer,183600
Others,Data Others,130000
Others,Data Others,80000
Engineer,Data Engineer,250000
Engineer,Data Engineer,150000
Analyst,Data Analyst,160000
Analyst,Data Analyst,120000
Engineer,Machine Learning Data Engineer,289076
Engineer,Machine Learning Data Engineer,202353
Engineer,Data Engineer,145000
Engineer,Data Engineer,120000
Analyst,Data Analyst,155000
Analyst,Data Analyst,106000
Engineer,Data Engineer,200000
Engineer,Data Engineer,160000
Scientist,Data Scientist,157750
Scientist,Data Scientist,104650
Scientist,Data Scientist,180000
Scientist,Data Scientist,140000
Scientist,Data Scientist,200000
Scientist,Data Scientist,145000
Analyst,Data Analyst,68000
Engineer,Business Intelligence Data Engineer,60000
Scientist,Data Scientist,48600
Scientist,Data Scientist,38880
Engineer,Data Engineer,85000
Engineer,Data Engineer,65000
Engineer,Data Engineer,125000
Engineer,Data Engineer,90000
Analyst,Data Analyst,105000
Analyst,Data Analyst,90000
Analyst,Data Analyst,179820
Analyst,Data Analyst,143860
Analyst,Data Analyst,135000
Analyst,Data Analyst,105500
Engineer,Data Engineer,155000
Engineer,Data Engineer,125000
Engineer,Machine Learning Data Engineer,241000
Engineer,Machine Learning Data Engineer,181000
Scientist,Data Scientist,252000
Scientist,Data Scientist,154000
Architect,Data Architect,180000
Architect,Data Architect,155000
Scientist,Data Scientist,191765
Scientist,Data Scientist,134236
Scientist,Data Scientist,175000
Scientist,Data Scientist,145000
Scientist,Data Scientist,237000
Scientist,Data Scientist,145000
Engineer,Data Engineer,155000
Engineer,Data Engineer,125000
Analyst,Data Analyst,80000
Analyst,Data Analyst,70000
Engineer,Data Engineer,146000
Engineer,Data Engineer,75000
Analyst,Data Analyst,64200
Analyst,Data Analyst,56100
Engineer,Machine Learning Data Engineer,170000
Engineer,Machine Learning Data Engineer,130000
Analyst,Data Analyst,208450
Analyst,Data Analyst,170550
Engineer,Machine Learning Data Engineer,125000
Engineer,Machine Learning Data Engineer,100000
Analyst,Data Analyst,135000
Analyst,Data Analyst,120000
Scientist,Data Scientist,200000
Scientist,Data Scientist,170000
Scientist,Data Scientist,171250
Scientist,Data Scientist,113750
Scientist,Data Scientist,222200
Scientist,Data Scientist,136000
Scientist,Data Scientist,260000
Scientist,Data Scientist,136000
Analyst,Data Analyst,153600
Analyst,Data Analyst,100500
Scientist,Data Scientist,205000
Scientist,Data Scientist,184000
Engineer,Machine Learning Data Engineer,115000
Engineer,Machine Learning Data Engineer,95000
Analyst,Data Analyst,182500
Analyst,Data Analyst,121500
Engineer,Data Engineer,203100
Engineer,Data Engineer,114500
Analyst,Data Analyst,73496
Analyst,Data Analyst,55122
Engineer,Data Engineer,252000
Engineer,Data Engineer,129000
Engineer,Data Engineer,92700
Engineer,Data Engineer,61800
Engineer,Data Engineer,160000
Engineer,Data Engineer,130000
Scientist,Data Scientist,258000
Scientist,Data Scientist,190000
Scientist,Data Scientist,170000
Scientist,Data Scientist,135000
Architect,Data Architect,167500
Architect,Data Architect,106500
Scientist,Data Scientist,195000
Scientist,Data Scientist,160000
Engineer,Data Engineer,146000
Engineer,Data Engineer,75000
Engineer,Data Engineer,59888
Engineer,Data Engineer,286000
Engineer,Data Engineer,207000
Analyst,Data Analyst,100000
Analyst,Data Analyst,80000
Engineer,Data Engineer,223250
Engineer,Data Engineer,178600
Scientist,Data Scientist,353200
Scientist,Data Scientist,249300
Scientist,Machine Learning Data Scientist,230000
Scientist,Machine Learning Data Scientist,220000
Scientist,Data Scientist,297300
Scientist,Data Scientist,198200
Architect,Data Architect,210000
Architect,Data Architect,151800
Scientist,Data Scientist,200000
Scientist,Data Scientist,170000
Scientist,Data Scientist,317070
Scientist,Data Scientist,170730
Engineer,Data Engineer,128000
Engineer,Data Engineer,81500
Analyst,Business Data Analyst,21600
Developer,Data Developer,108000
Developer,Data Developer,60000
Engineer,Machine Learning Data Engineer,134000
Engineer,Machine Learning Data Engineer,124000
Engineer,Data Engineer,171250
Engineer,Data Engineer,113750
Engineer,Data Engineer,165000
Engineer,Data Engineer,132300
Scientist,Data Scientist,225000
Scientist,Data Scientist,175000
Engineer,Data Engineer,230000
Engineer,Data Engineer,124500
Engineer,Machine Learning Data Engineer,247500
Engineer,Machine Learning Data Engineer,172200
Analyst,Data Analyst,175000
Analyst,Data Analyst,145000
Analyst,Data Analyst,148700
Analyst,Data Analyst,125600
Engineer,Data Engineer,145000
Engineer,Data Engineer,115000
Architect,Data Architect,200000
Architect,Data Architect,150000
Engineer,Data Engineer,160000
Engineer,Data Engineer,120000
Analyst,Data Analyst,185000
Analyst,Data Analyst,120250
Scientist,Data Scientist,275300
Scientist,Data Scientist,183000
Architect,Data Architect,170000
Architect,Data Architect,125000
Architect,Data Architect,167500
Architect,Data Architect,106500
Architect,Data Architect,250000
Architect,Data Architect,200000
Engineer,Machine Learning Data Engineer,135000
Scientist,Data Scientist,420328
Engineer,Machine Learning Data Engineer,216000
Engineer,Machine Learning Data Engineer,184000
Engineer,Data Engineer,180000
Engineer,Data Engineer,165000
Scientist,Data Scientist,185900
Scientist,Data Scientist,129300
Engineer,Data Engineer,145000
Engineer,Data Engineer,120000
Engineer,Data Engineer,143865
Engineer,Data Engineer,115092
Engineer,Machine Learning Data Engineer,130000
Engineer,Machine Learning Data Engineer,90000
Scientist,Data Scientist,173000
Scientist,Data Scientist,132000
Analyst,Data Analyst,208049
Analyst,Data Analyst,128500
Analyst,Data Analyst,179820
Analyst,Data Analyst,143860
Engineer,Data Engineer,167500
Engineer,Data Engineer,106500
Scientist,Data Scientist,275300
Scientist,Data Scientist,183500
Engineer,Data Engineer,149600
Engineer,Data Engineer,102000
Scientist,Data Scientist,145000
Scientist,Data Scientist,100000
Analyst,Data Analyst,190000
Analyst,Data Analyst,95000
Analyst,Data Analyst,153600
Analyst,Data Analyst,106800
Scientist,Data Scientist,97201
Scientist,Data Scientist,81001
Analyst,Data Analyst,128000
Analyst,Data Analyst,85000
Engineer,Data Engineer,151000
Engineer,Data Engineer,140000
Scientist,Data Scientist,275300
Scientist,Data Scientist,183500
Scientist,Machine Learning Data Scientist,220000
Scientist,Machine Learning Data Scientist,170000
Analyst,Data Analyst,135000
Analyst,Data Analyst,105500
Analyst,Data Analyst,100000
Analyst,Data Analyst,80000
Scientist,Machine Learning Data Scientist,43200
Engineer,Data Engineer,160000
Engineer,Data Engineer,145000
Analyst,Data Analyst,154000
Analyst,Data Analyst,143000
Scientist,Data Scientist,79620
Scientist,Data Scientist,51447
Scientist,Data Scientist,190000
Scientist,Data Scientist,120000
Scientist,Data Scientist,85745
Scientist,Data Scientist,51447
Scientist,Data Scientist,110244
Scientist,Data Scientist,73496
Engineer,Data Engineer,150000
Engineer,Data Engineer,111000
Engineer,Data Engineer,265000
Engineer,Data Engineer,235000
Scientist,Data Scientist,122240
Scientist,Data Scientist,73546
Engineer,Data Engineer,160000
Engineer,Data Engineer,130000
Engineer,Data Engineer,75000
Engineer,Data Engineer,60400
Analyst,Data Analyst,85000
Analyst,Data Analyst,75000
Engineer,Data Engineer,252000
Engineer,Data Engineer,129000
Engineer,Data Engineer,92700
Engineer,Data Engineer,61800
Scientist,Data Scientist,172309
Scientist,Data Scientist,60481
Analyst,Data Analyst,83500
Analyst,Data Analyst,52500
Scientist,Data Scientist,201036
Scientist,Data Scientist,134024
Analyst,Data Analyst,165000
Analyst,Data Analyst,140000
Engineer,Data Engineer,62000
Engineer,Data Engineer,58000
Scientist,Data Scientist,172000
Scientist,Data Scientist,115000
Engineer,Data Engineer,125000
Engineer,Data Engineer,90000
Engineer,Data Engineer,163800
Engineer,Data Engineer,126000
Scientist,Data Scientist,237000
Scientist,Data Scientist,145000
Engineer,Data Engineer,90000
Engineer,Data Engineer,90000
Engineer,Data Engineer,139500
Engineer,Data Engineer,109400
Scientist,Data Scientist,258000
Scientist,Data Scientist,190000
Engineer,Data Engineer,145000
Engineer,Data Engineer,120000
Engineer,Data Engineer,205600
Engineer,Data Engineer,105700
Engineer,Data Engineer,252000
Engineer,Data Engineer,129000
Scientist,Data Scientist,239748
Scientist,Data Scientist,159832
Scientist,Data Scientist,186300
Scientist,Data Scientist,102500
Engineer,Data Engineer,165000
Engineer,Data Engineer,132300
Scientist,Data Scientist,190000
Scientist,Data Scientist,126000
Architect,Data Architect,149040
Architect,Data Architect,113900
Engineer,Data Engineer,153600
Engineer,Data Engineer,106800
Engineer,Data Engineer,172600
Engineer,Data Engineer,107900
Analyst,Data Analyst,180180
Analyst,Data Analyst,106020
Architect,Data Architect,376080
Architect,Data Architect,213120
Analyst,Data Analyst,153600
Analyst,Data Analyst,100500
Analyst,Data Analyst,206500
Analyst,Data Analyst,121600
Engineer,Data Engineer,260000
Engineer,Data Engineer,225000
Engineer,Data Engineer,194500
Engineer,Data Engineer,115500
Engineer,Cloud Data Engineer,170000
Scientist,Machine Learning Data Scientist,90000
Analyst,Data Analyst,95000
Analyst,Data Analyst,70000
Engineer,Data Engineer,275000
Engineer,Data Engineer,160000
Analyst,Data Analyst,115934
Analyst,Data Analyst,81666
Scientist,Data Scientist,175000
Scientist,Data Scientist,120000
Engineer,Machine Learning Data Engineer,150000
Engineer,Machine Learning Data Engineer,120000
Engineer,Data Engineer,200000
Engineer,Data Engineer,175000
Analyst,Data Analyst,206000
Analyst,Data Analyst,130000
Architect,Data Architect,138000
Architect,Data Architect,92000
Analyst,Data Analyst,65000
Analyst,Data Analyst,48000
Analyst,Data Analyst,110000
Analyst,Data Analyst,75000
Analyst,Data Analyst,130000
Analyst,Data Analyst,87000
Analyst,Data Analyst,160000
Analyst,Data Analyst,112000
Engineer,Data Engineer,162500
Engineer,Data Engineer,130000
Analyst,Data Analyst,299500
Analyst,Data Analyst,245100
Scientist,Data Scientist,145000
Scientist,Data Scientist,100000
Engineer,Data Engineer,147100
Engineer,Data Engineer,90700
Engineer,Data Engineer,115100
Engineer,Data Engineer,73900
Engineer,Data Engineer,168400
Engineer,Data Engineer,105200
Scientist,Data Scientist,210000
Scientist,Data Scientist,160000
Scientist,Data Scientist,145000
Scientist,Data Scientist,100000
Scientist,Data Scientist,222200
Scientist,Data Scientist,136000
Analyst,Data Analyst,100000
Analyst,Data Analyst,85000
Engineer,Data Engineer,85745
Engineer,Data Engineer,58184
Scientist,Data Scientist,200000
Scientist,Data Scientist,145000
Engineer,Data Engineer,140000
Engineer,Data Engineer,95000
Analyst,Data Analyst,185000
Analyst,Data Analyst,120250
Analyst,Business Data Analyst,130000
Scientist,Data Scientist,205000
Scientist,Data Scientist,140000
Scientist,Data Scientist,297300
Scientist,Data Scientist,198200
Architect,Data Architect,141288
Architect,Data Architect,94192
Engineer,Data Engineer,184000
Engineer,Data Engineer,143000
Analyst,Data Analyst,70000
Analyst,Data Analyst,55000
Analyst,Data Analyst,275300
Analyst,Data Analyst,183500
Analyst,Data Analyst,75000
Analyst,Data Analyst,65000
Engineer,Machine Learning Data Engineer,160000
Engineer,Machine Learning Data Engineer,147000
Architect,Data Architect,149040
Architect,Data Architect,113900
Engineer,Data Engineer,75048
Analyst,Data Analyst,180180
Analyst,Data Analyst,106020
Scientist,Data Scientist,17039
Others,Data Others,70000
Developer,Data Developer,80000
Analyst,Data Analyst,18256
Engineer,Machine Learning Data Engineer,250000
Engineer,Machine Learning Data Engineer,150000
Engineer,Data Engineer,139500
Engineer,Data Engineer,109400
Scientist,Data Scientist,105000
Scientist,Data Scientist,70000
Engineer,Data Engineer,210914
Engineer,Data Engineer,116704
Architect,Data Architect,150000
Architect,Data Architect,100000
Engineer,Data Engineer,146000
Engineer,Data Engineer,75000
Analyst,Data Analyst,75000
Analyst,Data Analyst,60000
Analyst,Data Analyst,185700
Analyst,Data Analyst,165000
Engineer,Data Engineer,160000
Engineer,Data Engineer,130000
Analyst,Data Analyst,169000
Analyst,Data Analyst,110600
Engineer,Data Engineer,193000
Engineer,Data Engineer,136850
Engineer,Machine Learning Data Engineer,139500
Engineer,Machine Learning Data Engineer,109400
Engineer,Data Engineer,276000
Engineer,Data Engineer,178500
Scientist,Data Scientist,59401
Scientist,Data Scientist,48600
Engineer,Data Engineer,75601
Engineer,Data Engineer,48600
Engineer,Machine Learning Data Engineer,197214
Engineer,Machine Learning Data Engineer,102037
Engineer,Data Engineer,138050
Engineer,Data Engineer,102037
Engineer,Data Engineer,252000
Engineer,Data Engineer,129000
Developer,Business Intelligence Data Developer,130000
Scientist,Data Scientist,150000
Engineer,Data Engineer,163800
Engineer,Data Engineer,126000
Engineer,Machine Learning Data Engineer,260000
Engineer,Machine Learning Data Engineer,110000
Analyst,Data Analyst,170000
Analyst,Data Analyst,130000
Engineer,Machine Learning Data Engineer,247500
Engineer,Machine Learning Data Engineer,172200
Scientist,Data Scientist,239748
Scientist,Data Scientist,159832
Engineer,Machine Learning Data Engineer,163800
Engineer,Machine Learning Data Engineer,126000
Scientist,Data Scientist,128750
Scientist,Data Scientist,106250
Engineer,Data Engineer,252000
Engineer,Data Engineer,129000
Analyst,Data Analyst,299500
Analyst,Data Analyst,245100
Analyst,Data Analyst,155000
Analyst,Data Analyst,140000
Engineer,Data Engineer,167500
Engineer,Data Engineer,106500
Architect,Data Architect,188500
Architect,Data Architect,117000
Analyst,Data Analyst,250000
Analyst,Data Analyst,138000
Analyst,Data Analyst,130000
Analyst,Data Analyst,100000
Architect,Deep Learning Data Architect,124202
Engineer,Data Engineer,140000
Engineer,Data Engineer,120000
Analyst,Business Intelligence Data Analyst,160000
Analyst,Business Intelligence Data Analyst,135000
Analyst,Data Analyst,104500
Analyst,Data Analyst,70000
Scientist,Data Scientist,90000
Scientist,Data Scientist,70000
Engineer,Data Engineer,153600
Engineer,Data Engineer,106800
Engineer,Data Engineer,125000
Engineer,Data Engineer,90000
Architect,Data Architect,185000
Architect,Data Architect,125000
Analyst,Data Analyst,127000
Analyst,Data Analyst,94000
Scientist,Data Scientist,210550
Scientist,Data Scientist,153300
Scientist,Data Scientist,200000
Scientist,Data Scientist,150000
Analyst,Data Analyst,161500
Analyst,Data Analyst,119500
Analyst,Data Analyst,175000
Analyst,Data Analyst,145000
Scientist,Data Scientist,175000
Scientist,Data Scientist,148750
Analyst,Data Analyst,105000
Analyst,Data Analyst,85000
Architect,Data Architect,215000
Architect,Data Architect,146300
Developer,Data Developer,216004
Engineer,Data Engineer,72000
Engineer,Data Engineer,60000
Engineer,Machine Learning Data Engineer,153400
Engineer,Machine Learning Data Engineer,122700
Engineer,Data Engineer,260000
Engineer,Data Engineer,175000
Scientist,Data Scientist,186300
Scientist,Data Scientist,123900
Architect,Data Architect,340000
Architect,Data Architect,150000
Engineer,Machine Learning Data Engineer,153400
Engineer,Machine Learning Data Engineer,122700
Engineer,Data Engineer,250000
Engineer,Data Engineer,175000
Scientist,Data Scientist,64801
Analyst,Data Analyst,185900
Analyst,Data Analyst,121700
Analyst,Data Analyst,153600
Analyst,Data Analyst,106800
Engineer,Data Engineer,50000
Analyst,Data Analyst,100000
Engineer,Machine Learning Data Engineer,247500
Engineer,Machine Learning Data Engineer,172200
Engineer,Data Engineer,310000
Engineer,Data Engineer,239000
Analyst,Data Analyst,125000
Analyst,Data Analyst,110000
Analyst,Data Analyst,150000
Analyst,Data Analyst,100000
Scientist,Data Scientist,149076
Scientist,Data Scientist,82365
Engineer,Data Engineer,146000
Engineer,Data Engineer,75000
Engineer,Machine Learning Data Engineer,139500
Engineer,Machine Learning Data Engineer,109400
Engineer,Data Engineer,139500
Engineer,Data Engineer,109400
Engineer,Data Engineer,149600
Engineer,Data Engineer,102000
Analyst,Data Analyst,97994
Analyst,Data Analyst,48997
Engineer,Data Engineer,252000
Engineer,Data Engineer,129000
Analyst,Data Analyst,95000
Analyst,Data Analyst,85500
Analyst,Data Analyst,185900
Analyst,Data Analyst,121700
Architect,Data Architect,150000
Architect,Data Architect,100000
Engineer,Data Engineer,145000
Engineer,Data Engineer,125000
Scientist,Data Scientist,150000
Scientist,Data Scientist,97750
Scientist,Data Scientist,201000
Scientist,Data Scientist,122000
Engineer,Data Engineer,252000
Engineer,Data Engineer,129000
Analyst,Data Analyst,120000
Analyst,Data Analyst,75000
Scientist,Data Scientist,116990
Scientist,Data Scientist,82920
Scientist,Data Scientist,185900
Scientist,Data Scientist,129300
Scientist,Machine Learning Data Scientist,200000
Scientist,Machine Learning Data Scientist,125000
Scientist,Data Scientist,201000
Scientist,Data Scientist,122000
Engineer,Machine Learning Data Engineer,204500
Engineer,Machine Learning Data Engineer,142200
Analyst,Data Analyst,155000
Analyst,Data Analyst,140000
Engineer,Machine Learning Data Engineer,205920
Engineer,Machine Learning Data Engineer,171600
Engineer,Data Engineer,121500
Engineer,Data Engineer,78000
Engineer,Data Engineer,154000
Engineer,Data Engineer,116000
Scientist,Data Scientist,190000
Scientist,Data Scientist,136000
Analyst,Data Analyst,79620
Analyst,Data Analyst,44158
Analyst,Data Analyst,180000
Analyst,Data Analyst,110000
Scientist,Data Scientist,275300
Scientist,Data Scientist,183000
Engineer,Data Engineer,170000
Engineer,Data Engineer,140000
Engineer,Data Engineer,154000
Engineer,Data Engineer,116000
Engineer,Data Engineer,160000
Engineer,Data Engineer,130000
Engineer,Data Engineer,200000
Engineer,Data Engineer,120000
Scientist,Data Scientist,175000
Scientist,Data Scientist,160000
Engineer,Data Engineer,128618
Engineer,Data Engineer,104119
Engineer,Data Engineer,153600
Engineer,Data Engineer,106800
Analyst,Data Analyst,85000
Analyst,Data Analyst,75000
Scientist,Data Scientist,225000
Scientist,Data Scientist,156400
Analyst,Data Analyst,150000
Analyst,Data Analyst,120000
Engineer,Machine Learning Data Engineer,163800
Engineer,Machine Learning Data Engineer,126000
Analyst,Data Analyst,145000
Analyst,Data Analyst,90000
Engineer,Machine Learning Data Engineer,204500
Engineer,Machine Learning Data Engineer,142200
Analyst,Data Analyst,95000
Analyst,Data Analyst,85500
Engineer,Data Engineer,167500
Engineer,Data Engineer,106500
Engineer,Data Engineer,163800
Engineer,Data Engineer,126000
Analyst,Data Analyst,155000
Analyst,Data Analyst,140000
Architect,Data Architect,250000
Architect,Data Architect,200000
Scientist,Data Scientist,260000
Scientist,Data Scientist,186000
Engineer,Data Engineer,160000
Engineer,Data Engineer,130000
Architect,Data Architect,200000
Architect,Data Architect,150000
Scientist,Data Scientist,48600
Scientist,Data Scientist,38880
Scientist,Data Scientist,150000
Scientist,Data Scientist,120000
Analyst,Data Analyst,30000
Architect,Data Architect,185000
Architect,Data Architect,125000
Analyst,Data Analyst,34320
Others,Data Others,75601
Analyst,Data Analyst,106000
Analyst,Data Analyst,175000
Analyst,Data Analyst,130000
Analyst,Data Analyst,122000
Analyst,Data Analyst,93800
Analyst,Data Analyst,150000
Analyst,Data Analyst,90000
Analyst,Data Analyst,165000
Analyst,Data Analyst,112000
Engineer,Data Engineer,220000
Analyst,Business Intelligence Data Analyst,72361
Developer,Data Developer,64801
Engineer,Machine Learning Data Engineer,204500
Engineer,Machine Learning Data Engineer,142200
Analyst,Data Analyst,15821
Engineer,Machine Learning Data Engineer,200000
Engineer,Machine Learning Data Engineer,175000
Engineer,Data Engineer,185900
Engineer,Data Engineer,129300
Analyst,Data Analyst,185900
Analyst,Data Analyst,121700
Engineer,Machine Learning Data Engineer,204500
Engineer,Machine Learning Data Engineer,142200
Scientist,Data Scientist,40000
Scientist,Data Scientist,29419
Analyst,Data Analyst,180180
Analyst,Data Analyst,106020
Scientist,Data Scientist,136000
Scientist,Data Scientist,104000
Analyst,Data Analyst,125000
Analyst,Data Analyst,110000
Engineer,Machine Learning Data Engineer,153400
Engineer,Machine Learning Data Engineer,122700
Engineer,Data Engineer,310000
Engineer,Data Engineer,239000
Analyst,Data Analyst,152380
Analyst,Data Analyst,121904
Scientist,Data Scientist,185900
Scientist,Data Scientist,129300
Engineer,Machine Learning Data Engineer,247500
Engineer,Machine Learning Data Engineer,172200
Architect,Data Architect,168400
Architect,Data Architect,105200
Engineer,Machine Learning Data Engineer,128280
Engineer,Machine Learning Data Engineer,106900
Scientist,Data Scientist,192000
Engineer,Data Engineer,140000
Engineer,Data Engineer,100000
Engineer,Data Engineer,108002
Engineer,Data Engineer,86401
Engineer,Machine Learning Data Engineer,275000
Engineer,Machine Learning Data Engineer,174000
Engineer,Data Engineer,139500
Engineer,Data Engineer,109400
Engineer,Machine Learning Data Engineer,139500
Engineer,Machine Learning Data Engineer,109400
Analyst,Data Analyst,170500
Analyst,Data Analyst,85000
Analyst,Data Analyst,73529
Analyst,Data Analyst,54799
Scientist,Data Scientist,161567
Scientist,Data Scientist,128484
Engineer,Data Engineer,80000
Engineer,Data Engineer,65000
Engineer,Data Engineer,124740
Engineer,Data Engineer,65488
Analyst,Data Analyst,72200
Analyst,Data Analyst,64980
Engineer,Data Engineer,153600
Engineer,Data Engineer,106800
Analyst,Data Analyst,179975
Analyst,Data Analyst,86466
Engineer,Data Engineer,120000
Engineer,Data Engineer,90000
Analyst,Data Analyst,51447
Analyst,Data Analyst,42872
Scientist,Data Scientist,149076
Scientist,Data Scientist,82365
Analyst,Data Analyst,169000
Analyst,Data Analyst,110600
Analyst,Data Analyst,175000
Analyst,Data Analyst,120000
Analyst,Data Analyst,230000
Analyst,Data Analyst,180000
Analyst,Data Analyst,153600
Analyst,Data Analyst,106800
