category,full_category,salary_in_usd
Engineer,General Data Engineer,200000
Engineer,General Data Engineer,260000
Engineer,General Data Engineer,225000
Architect,General Data Architect,370000
Architect,General Data Architect,200000
Engineer,General Data Engineer,186600
Engineer,General Data Engineer,116500
Engineer,General Data Engineer,80000
Engineer,General Data Engineer,60000
Analyst,General Data Analyst,299500
Analyst,General Data Analyst,245100
Scientist,Machine Learning Data Scientist,222000
Scientist,Machine Learning Data Scientist,138000
Analyst,General Data Analyst,207300
Analyst,General Data Analyst,149200
Scientist,Machine Learning Data Scientist,292000
Scientist,Machine Learning Data Scientist,164500
Scientist,Machine Learning Data Scientist,292200
Scientist,Machine Learning Data Scientist,164500
Engineer,General Data Engineer,163800
Engineer,General Data Engineer,126000
Scientist,General Data Scientist,160000
Scientist,General Data Scientist,120000
Analyst,General Data Analyst,140000
Analyst,General Data Analyst,120000
Scientist,General Data Scientist,120000
Engineer,General Data Engineer,280000
Engineer,General Data Engineer,210000
Scientist,General Data Scientist,170000
Scientist,General Data Scientist,150000
Engineer,Machine Learning Data Engineer,200000
Engineer,Machine Learning Data Engineer,170000
Scientist,General Data Scientist,225000
Scientist,General Data Scientist,175000
Scientist,General Data Scientist,189750
Scientist,General Data Scientist,131100
Analyst,General Data Analyst,123400
Analyst,General Data Analyst,82200
Engineer,General Data Engineer,48997
Engineer,General Data Engineer,42872
Engineer,Machine Learning Data Engineer,225000
Analyst,General Data Analyst,50000
Engineer,General Data Engineer,161800
Engineer,General Data Engineer,121400
Architect,General Data Architect,285000
Architect,General Data Architect,193900
Analyst,General Data Analyst,240000
Analyst,General Data Analyst,196000
Scientist,General Data Scientist,214000
Scientist,General Data Scientist,164000
Scientist,General Data Scientist,170000
Scientist,General Data Scientist,155000
Analyst,General Data Analyst,125000
Analyst,General Data Analyst,98000
Engineer,Machine Learning Data Engineer,199000
Engineer,Machine Learning Data Engineer,145000
Engineer,Machine Learning Data Engineer,260000
Engineer,Machine Learning Data Engineer,200000
Engineer,General Data Engineer,110244
Engineer,General Data Engineer,85745
Scientist,General Data Scientist,185900
Scientist,General Data Scientist,129300
Engineer,General Data Engineer,200000
Engineer,General Data Engineer,145000
Engineer,General Data Engineer,175000
Engineer,General Data Engineer,120000
Engineer,General Data Engineer,145000
Engineer,General Data Engineer,120000
Engineer,General Data Engineer,252000
Engineer,General Data Engineer,129000
Analyst,General Data Analyst,289800
Analyst,General Data Analyst,214000
Analyst,General Data Analyst,142000
Analyst,General Data Analyst,87500
Scientist,General Data Scientist,222200
Scientist,General Data Scientist,136000
Engineer,Machine Learning Data Engineer,220000
Engineer,Machine Learning Data Engineer,165000
Scientist,General Data Scientist,48600
Scientist,General Data Scientist,38880
Scientist,General Data Scientist,280830
Scientist,General Data Scientist,173175
Scientist,General Data Scientist,195000
Scientist,General Data Scientist,160000
Scientist,General Data Scientist,275300
Scientist,General Data Scientist,183500
Scientist,General Data Scientist,175000
Scientist,General Data Scientist,145000
Analyst,General Data Analyst,105000
Analyst,General Data Analyst,85000
Scientist,General Data Scientist,175000
Scientist,General Data Scientist,160000
Developer,Business Intelligence Data Developer,91870
Developer,Business Intelligence Data Developer,48997
Engineer,Machine Learning Data Engineer,34963
Engineer,General Data Engineer,162500
Engineer,General Data Engineer,130000
Engineer,General Data Engineer,75061
Engineer,General Data Engineer,64801
Engineer,General Data Engineer,174350
Engineer,General Data Engineer,126800
Engineer,General Data Engineer,71497
Engineer,General Data Engineer,61561
Engineer,General Data Engineer,245000
Engineer,General Data Engineer,140000
Analyst,General Data Analyst,231250
Analyst,General Data Analyst,138750
Engineer,Machine Learning Data Engineer,155000
Engineer,Machine Learning Data Engineer,125000
Engineer,General Data Engineer,242000
Engineer,General Data Engineer,195000
Architect,General Data Architect,155000
Architect,General Data Architect,125000
Scientist,General Data Scientist,222200
Scientist,General Data Scientist,136000
Engineer,Machine Learning Data Engineer,160000
Engineer,Machine Learning Data Engineer,140000
Others,Others,110000
Others,Others,70000
Scientist,General Data Scientist,183924
Scientist,General Data Scientist,125760
Analyst,General Data Analyst,150000
Analyst,General Data Analyst,105000
Analyst,General Data Analyst,428727
Analyst,General Data Analyst,61246
Scientist,General Data Scientist,86401
Engineer,Machine Learning Data Engineer,30000
Engineer,Machine Learning Data Engineer,25500
Scientist,General Data Scientist,175000
Scientist,General Data Scientist,120000
Scientist,General Data Scientist,222200
Scientist,General Data Scientist,136000
Scientist,General Data Scientist,219000
Scientist,General Data Scientist,141000
Scientist,General Data Scientist,147100
Scientist,General Data Scientist,90700
Analyst,General Data Analyst,130000
Analyst,General Data Analyst,100000
Scientist,General Data Scientist,213660
Scientist,General Data Scientist,130760
Others,Others,147100
Others,Others,90700
Scientist,General Data Scientist,170000
Scientist,General Data Scientist,150000
Analyst,General Data Analyst,150000
Analyst,General Data Analyst,110000
Engineer,General Data Engineer,275000
Engineer,General Data Engineer,174000
Analyst,General Data Analyst,230000
Analyst,General Data Analyst,143200
Engineer,Business Intelligence Data Engineer,225000
Engineer,Business Intelligence Data Engineer,156400
Engineer,Machine Learning Data Engineer,200000
Engineer,Machine Learning Data Engineer,130000
Others,Others,90000
Others,Others,72000
Engineer,General Data Engineer,253200
Engineer,General Data Engineer,90700
Engineer,General Data Engineer,342810
Engineer,General Data Engineer,184590
Engineer,General Data Engineer,162500
Engineer,General Data Engineer,130000
Analyst,General Data Analyst,105380
Analyst,General Data Analyst,64500
Analyst,General Data Analyst,30000
Scientist,General Data Scientist,204620
Scientist,General Data Scientist,110680
Engineer,General Data Engineer,270703
Engineer,General Data Engineer,221484
Scientist,General Data Scientist,212750
Scientist,General Data Scientist,185000
Scientist,General Data Scientist,262000
Scientist,General Data Scientist,245000
Scientist,General Data Scientist,275300
Scientist,General Data Scientist,183500
Scientist,General Data Scientist,218500
Scientist,General Data Scientist,199098
Engineer,General Data Engineer,203300
Engineer,General Data Engineer,123600
Engineer,General Data Engineer,189110
Engineer,General Data Engineer,139000
Scientist,General Data Scientist,258750
Scientist,General Data Scientist,185000
Engineer,General Data Engineer,231500
Engineer,General Data Engineer,166000
Scientist,General Data Scientist,172500
Scientist,General Data Scientist,110500
Engineer,General Data Engineer,238000
Engineer,General Data Engineer,176000
Engineer,General Data Engineer,237000
Engineer,General Data Engineer,201450
Scientist,General Data Scientist,309400
Scientist,General Data Scientist,159100
Engineer,General Data Engineer,115000
Engineer,General Data Engineer,81500
Scientist,General Data Scientist,237000
Scientist,General Data Scientist,201450
Engineer,General Data Engineer,280000
Engineer,General Data Engineer,210000
Architect,General Data Architect,280100
Architect,General Data Architect,168100
Engineer,General Data Engineer,193500
Engineer,General Data Engineer,139000
Scientist,General Data Scientist,65041
Engineer,Machine Learning Data Engineer,150000
Engineer,Machine Learning Data Engineer,70201
Engineer,Machine Learning Data Engineer,97201
Engineer,Business Intelligence Data Engineer,185900
Engineer,Business Intelligence Data Engineer,129300
Engineer,General Data Engineer,225000
Engineer,General Data Engineer,175000
Engineer,General Data Engineer,185000
Engineer,General Data Engineer,140000
Scientist,General Data Scientist,48600
Scientist,General Data Scientist,38880
Scientist,General Data Scientist,105000
Scientist,General Data Scientist,70000
Engineer,Machine Learning Data Engineer,163196
Engineer,Machine Learning Data Engineer,145885
Engineer,General Data Engineer,217000
Engineer,General Data Engineer,185000
Analyst,General Data Analyst,202800
Analyst,General Data Analyst,104300
Analyst,General Data Analyst,145000
Analyst,General Data Analyst,65000
Engineer,General Data Engineer,165000
Engineer,General Data Engineer,132300
Engineer,General Data Engineer,179170
Engineer,General Data Engineer,94300
Analyst,General Data Analyst,152500
Analyst,General Data Analyst,116450
Engineer,General Data Engineer,247300
Engineer,General Data Engineer,133800
Engineer,General Data Engineer,203000
Engineer,General Data Engineer,133000
Architect,General Data Architect,220000
Scientist,General Data Scientist,150000
Scientist,General Data Scientist,120000
Analyst,General Data Analyst,289800
Analyst,General Data Analyst,214000
Analyst,General Data Analyst,179820
Analyst,General Data Analyst,143860
Engineer,Machine Learning Data Engineer,283200
Engineer,Machine Learning Data Engineer,188800
Analyst,General Data Analyst,289800
Analyst,General Data Analyst,214200
Engineer,General Data Engineer,185900
Engineer,General Data Engineer,129300
Engineer,General Data Engineer,252000
Engineer,General Data Engineer,129000
Analyst,General Data Analyst,155000
Analyst,General Data Analyst,140000
Engineer,General Data Engineer,161800
Engineer,General Data Engineer,141600
Engineer,Machine Learning Data Engineer,342300
Engineer,Machine Learning Data Engineer,176100
Engineer,General Data Engineer,100000
Engineer,General Data Engineer,70000
Engineer,General Data Engineer,85000
Engineer,General Data Engineer,65000
Scientist,General Data Scientist,138784
Scientist,General Data Scientist,83270
Analyst,General Data Analyst,75000
Analyst,General Data Analyst,70000
Analyst,General Data Analyst,204500
Analyst,General Data Analyst,138900
Engineer,Machine Learning Data Engineer,318300
Engineer,Machine Learning Data Engineer,212200
Engineer,General Data Engineer,95000
Engineer,General Data Engineer,75000
Scientist,General Data Scientist,195000
Scientist,General Data Scientist,160000
Analyst,General Data Analyst,230000
Analyst,General Data Analyst,143200
Engineer,General Data Engineer,100000
Engineer,General Data Engineer,70000
Analyst,Business Data Analyst,105000
Scientist,General Data Scientist,20690
Analyst,General Data Analyst,46547
Analyst,General Data Analyst,42872
Engineer,General Data Engineer,145000
Engineer,General Data Engineer,115000
Analyst,General Data Analyst,168400
Analyst,General Data Analyst,105200
Scientist,General Data Scientist,309400
